name,type,ownership,authority,status,longitude,latitude,F15Regions,DName2016,CName2016,SName2016,scode,costituenc,d,c,s,p,pc2016,mpopn,fpopn,SexRatio,tpopn,hf_id
Amuria HC IV,HC IV,Government,MOH,Functional,33.64034,2.03481,TESO,AMURIA,AMURIA,AMURIA TOWN COUNCIL,216103,AMURIA COUNTY,AMURIA,AMURIA,AMURIA TOWN COUNCIL,ALIRA,21610302,1094,1202.0,91.0,2296.0,HF0966
Ogolokwara/Ajaki HC II,HC II,Government,MOH,Functional,33.70374,2.09925,TESO,AMURIA,AMURIA,APEDURU,216104,AMURIA COUNTY,AMURIA,AMURIA,APEDURU,APEDURU,21610403,2044,2170.0,94.2,4214.0,HF0967
Amucu HC III,HC III,NGO,UCMB,Functional,33.67408,2.05113,TESO,AMURIA,AMURIA,APEDURU,216104,AMURIA COUNTY,AMURIA,AMURIA,APEDURU,APEDURU,21610403,2044,2170.0,94.2,4214.0,HF0968
Ajaki HC II,HC II,Government,MOH,Functional,33.69092,1.94859,TESO,AMURIA,AMURIA,ASAMUK,216105,AMURIA COUNTY,AMURIA,AMURIA,ASAMUK,ATIRIR,21610504,1327,1425.0,93.1,2752.0,HF0969
Asamuk HC III,HC III,Government,MOH,Functional,33.70098,1.97926,TESO,AMURIA,AMURIA,ASAMUK,216105,AMURIA COUNTY,AMURIA,AMURIA,ASAMUK,ASAMUK TOWN BOARD,21610503,632,688.0,91.9,1320.0,HF0970
Amaseniko HC II,HC II,Government,MOH,Functional,33.80016,2.22782,TESO,AMURIA,KAPELEBYONG,KAPELEBYONG,216203,KAPELEBYONG COUNTY,AMURIA,KAPELEBYONG,KAPELEBYONG,AMASENIKO,21620301,1206,1154.0,104.5,2360.0,HF0971
Nyada HC II,HC II,Government,MOH,Functional,33.70867,2.18795,TESO,AMURIA,KAPELEBYONG,KAPELEBYONG,216203,KAPELEBYONG COUNTY,AMURIA,KAPELEBYONG,KAPELEBYONG,NYADA,21620306,1668,1757.0,94.9,3425.0,HF0972
Okoboi HC II,HC II,Government,MOH,Functional,33.85373,2.29253,TESO,AMURIA,KAPELEBYONG,KAPELEBYONG,216203,KAPELEBYONG COUNTY,AMURIA,KAPELEBYONG,KAPELEBYONG,OKOBOI,21620307,1291,1300.0,99.3,2591.0,HF0973
St. Francis Acumet HC III,HC III,Private Not For Profit,UCMB,Functional,33.73288,2.18516,TESO,AMURIA,KAPELEBYONG,KAPELEBYONG,216203,KAPELEBYONG COUNTY,AMURIA,KAPELEBYONG,KAPELEBYONG,NYADA,21620306,1668,1757.0,94.9,3425.0,HF0974
Kapelebyong HC IV,HC IV,Government,MOH,Functional,33.77463,2.27848,TESO,AMURIA,KAPELEBYONG,KAPELEBYONG,216203,KAPELEBYONG COUNTY,AMURIA,KAPELEBYONG,KAPELEBYONG,KAPELEBYONG TOWN BOARD,21620305,1270,1342.0,94.6,2612.0,HF0975
Willa HC II,HC II,Private Not For Profit,CSO,Non Functional,33.59995,2.1109,TESO,AMURIA,AMURIA,WILLA,216111,AMURIA COUNTY,AMURIA,AMURIA,WILLA,ABWANGET,21611101,1140,1189.0,95.9,2329.0,HF0976
Amilmil HC II,HC II,Government,MOH,Functional,33.6007,2.10798,TESO,AMURIA,AMURIA,WILLA,216111,AMURIA COUNTY,AMURIA,AMURIA,WILLA,ABWANGET,21611101,1140,1189.0,95.9,2329.0,HF0977
Amuria Abia HC II GOVT,HC II,Government,MOH,Functional,33.57547,1.9823,TESO,AMURIA,AMURIA,KUJU,216106,AMURIA COUNTY,AMURIA,AMURIA,KUJU,AGWARA,21610602,2082,2086.0,99.8,4168.0,HF0978
Amusus HC III,HC III,Government,MOH,Functional,33.56362,2.12311,TESO,AMURIA,AMURIA,KUJU,216106,AMURIA COUNTY,AMURIA,AMURIA,KUJU,AOJAKITOI,21610605,981,1049.0,93.5,2030.0,HF0979
Olwa HC II,HC II,Government,MOH,Functional,33.48447,2.17671,TESO,AMURIA,AMURIA,MORUNGATUNY,216107,ORUNGO COUNTY,AMURIA,AMURIA,MORUNGATUNY,AWELU,21610701,1654,1818.0,91.0,3472.0,HF0980
Morungatuny HC III,HC III,Government,MOH,Functional,33.47681,2.17372,TESO,AMURIA,AMURIA,MORUNGATUNY,216107,ORUNGO COUNTY,AMURIA,AMURIA,MORUNGATUNY,OLWA,21610706,1545,1595.0,96.9,3140.0,HF0981
Alito HC II,HC II,Government,MOH,Functional,33.56809,2.29369,TESO,AMURIA,KAPELEBYONG,OBALANGA,216204,KAPELEBYONG COUNTY,AMURIA,KAPELEBYONG,OBALANGA,AKILENG,21620401,1553,1669.0,93.0,3222.0,HF0982
Obalanga HC III,HC III,Government,MOH,Functional,33.59197,2.20505,TESO,AMURIA,KAPELEBYONG,OBALANGA,216204,KAPELEBYONG COUNTY,AMURIA,KAPELEBYONG,OBALANGA,OBALANGA TOWN BOARD,21620406,1253,1381.0,90.7,2634.0,HF0983
Abeko HC II GOVT,HC II,Government,MOH,Functional,33.53494,2.03051,TESO,AMURIA,AMURIA,OGOLAI,216108,ORUNGO COUNTY,AMURIA,AMURIA,OGOLAI,ODEPE,21610804,1218,1263.0,96.4,2481.0,HF0984
Abeko HC II NGO,HC II,Private Not For Profit,,Functional,33.53494,2.03051,TESO,AMURIA,AMURIA,OGOLAI,216108,ORUNGO COUNTY,AMURIA,AMURIA,OGOLAI,ODEPE,21610804,1218,1263.0,96.4,2481.0,HF0985
Ococia (Orungo) St. Clare HC III,HC III,Private Not For Profit,UCMB,Functional,33.472,2.06038,TESO,AMURIA,AMURIA,OGOLAI,216108,ORUNGO COUNTY,AMURIA,AMURIA,OGOLAI,OCOCIA,21610803,1657,1881.0,88.1,3538.0,HF0986
Aeket HC II,HC II,Government,MOH,Functional,33.68005,2.3294,TESO,AMURIA,KAPELEBYONG,OKUNGUR,216205,KAPELEBYONG COUNTY,AMURIA,KAPELEBYONG,OKUNGUR,AKODOKODOI,21620503,1019,980.0,104.0,1999.0,HF0987
Agonga HC II,HC II,Government,MOH,Functional,33.58655,2.2464,TESO,AMURIA,KAPELEBYONG,OBALANGA,216204,KAPELEBYONG COUNTY,AMURIA,KAPELEBYONG,OBALANGA,AKILENG,21620401,1553,1669.0,93.0,3222.0,HF0988
Calvary Chapel HC II,HC II,Private Not For Profit,CSO,Non Functional,33.47681,2.17372,TESO,AMURIA,AMURIA,MORUNGATUNY,216107,ORUNGO COUNTY,AMURIA,AMURIA,MORUNGATUNY,OLWA,21610706,1545,1595.0,96.9,3140.0,HF0989
Orungo HC III,HC III,Government,MOH,Functional,33.45251,2.04456,TESO,AMURIA,AMURIA,ORUNGO,216109,ORUNGO COUNTY,AMURIA,AMURIA,ORUNGO,ORUNGO TOWN BOARD,21610906,828,844.0,98.1,1672.0,HF0990
Amolo HC II,HC II,Government,MOH,Functional,33.83112,1.81856,TESO,AMURIA,AMURIA,WERA,216110,AMURIA COUNTY,AMURIA,AMURIA,WERA,SUGUR,21611006,1744,1799.0,96.9,3543.0,HF0991
Komolo HC II,HC II,Government,MOH,Functional,33.82952,1.80116,TESO,AMURIA,AMURIA,WERA,216110,AMURIA COUNTY,AMURIA,AMURIA,WERA,OPAM,21611005,779,881.0,88.4,1660.0,HF0992
Wera HC III,HC III,Government,MOH,Functional,33.75261,1.86947,TESO,AMURIA,AMURIA,WERA,216110,AMURIA COUNTY,AMURIA,AMURIA,WERA,WERA TOWN BOARD,21611008,558,651.0,85.7,1209.0,HF0993
St. Michael Wera HC III,HC III,NGO,UCMB,Functional,33.73912,1.89455,TESO,AMURIA,AMURIA,WERA,216110,AMURIA COUNTY,AMURIA,AMURIA,WERA,WERA,21611007,2843,3028.0,93.9,5871.0,HF0994
Alere HC II,HC II,Government,MOH,Functional,33.6485,2.16567,TESO,AMURIA,AMURIA,WILLA,216111,AMURIA COUNTY,AMURIA,AMURIA,WILLA,ALERE,21611104,1245,1293.0,96.3,2538.0,HF0995
Sapiri HC III,HC III,Government,Local Government,Functional,33.98458,1.01042,BUKEDI,BUDAKA,BUDAKA,BUDAKA,217101,BUDAKA COUNTY,BUDAKA,BUDAKA,BUDAKA,CHALI,21710101,1298,1346.0,96.4,2644.0,HF0996
Namengo HC III,HC III,Private Not For Profit,UCMB,Functional,33.95397,1.01045,BUKEDI,BUDAKA,BUDAKA,BUDAKA TOWN COUNCIL,217102,BUDAKA COUNTY,BUDAKA,BUDAKA,BUDAKA TOWN COUNCIL,NAMENGO,21710205,1946,2113.0,92.1,4059.0,HF0997
Budaka HC IV,HC IV,Government,MOH,Functional,33.95179,1.01983,BUKEDI,BUDAKA,BUDAKA,BUDAKA TOWN COUNCIL,217102,BUDAKA COUNTY,BUDAKA,BUDAKA,BUDAKA TOWN COUNCIL,BWASE,21710202,3178,3677.0,86.4,6855.0,HF0998
Iki-Iki Dispensary HC II,HC II,Private Not For Profit,CSO,Functional,34.01205,1.10428,BUKEDI,BUDAKA,IKI-IKI,IKI-IKI,217201,IKI-IKI COUNTY,BUDAKA,IKI-IKI,IKI-IKI,IKI-IKI,21720101,2628,3106.0,84.6,5734.0,HF0999
Iki-Iki HC III,HC III,Government,MOH,Functional,34.00364,1.10369,BUKEDI,BUDAKA,IKI-IKI,IKI-IKI,217201,IKI-IKI COUNTY,BUDAKA,IKI-IKI,IKI-IKI,IKI-IKI,21720101,2628,3106.0,84.6,5734.0,HF1000
Kaderuna HC III,HC III,Government,MOH,Functional,33.934849,1.123823,BUKEDI,BUDAKA,BUDAKA,KACHOMO,217103,BUDAKA COUNTY,BUDAKA,BUDAKA,KACHOMO,KACHOMO,21710301,2396,2569.0,93.3,4965.0,HF1001
Kebula HC II,HC II,Private For Profit,Local Government,Functional,33.9351,1.12367,BUKEDI,BUDAKA,BUDAKA,KACHOMO,217103,BUDAKA COUNTY,BUDAKA,BUDAKA,KACHOMO,KACHOMO,21710301,2396,2569.0,93.3,4965.0,HF1002
Namusita HC II,HC II,Government,MOH,Functional,33.99144,1.05849,BUKEDI,BUDAKA,BUDAKA,KAKULE,217105,BUDAKA COUNTY,BUDAKA,BUDAKA,KAKULE,NAMUSITA,21710505,1604,1709.0,93.9,3313.0,HF1003
Kameruka HC III,HC III,Government,MOH,Functional,33.9823,1.15538,BUKEDI,BUDAKA,IKI-IKI,KAMERUKA,217202,IKI-IKI COUNTY,BUDAKA,IKI-IKI,KAMERUKA,KAMERUKA,21720202,1601,1685.0,95.0,3286.0,HF1004
Marah HC II,HC II,Private Not For Profit,,Functional,34.08147,1.07508,BUKEDI,BUDAKA,IKI-IKI,KAMONKOLI,217203,IKI-IKI COUNTY,BUDAKA,IKI-IKI,KAMONKOLI,BUNYOLO,21720301,2011,2130.0,94.4,4141.0,HF1005
Siita Save HC III,HC III,Private Not For Profit,Local Government,Functional,34.08799,1.07428,BUKEDI,BUDAKA,IKI-IKI,KAMONKOLI,217203,IKI-IKI COUNTY,BUDAKA,IKI-IKI,KAMONKOLI,BUNYOLO,21720301,2011,2130.0,94.4,4141.0,HF1006
Kamonkoli HC III,HC III,Government,MOH,Functional,34.09776,1.0781,BUKEDI,BUDAKA,IKI-IKI,KAMONKOLI,217203,IKI-IKI COUNTY,BUDAKA,IKI-IKI,KAMONKOLI,KAMONKOLI,21720304,3088,3307.0,93.4,6395.0,HF1007
Katira HC III,HC III,Government,MOH,Functional,34.04097,1.11135,BUKEDI,BUDAKA,IKI-IKI,KATIIRA,217204,IKI-IKI COUNTY,BUDAKA,IKI-IKI,KATIIRA,KATIIRA,21720402,2196,2305.0,95.3,4501.0,HF1008
Kerekerene HC III,HC III,Government,MOH,Functional,34.03674,1.14654,BUKEDI,BUDAKA,IKI-IKI,KATIIRA,217204,IKI-IKI COUNTY,BUDAKA,IKI-IKI,KATIIRA,KEREKERENE,21720404,2271,2375.0,95.6,4646.0,HF1009
Butove HC II,HC II,Government,MOH,Functional,33.96088,0.98604,BUKEDI,BUDAKA,BUDAKA,LYAMA,217106,BUDAKA COUNTY,BUDAKA,BUDAKA,LYAMA,TADEMERI,21710604,1552,1530.0,101.4,3082.0,HF1010
Lyama HC III,HC III,Government,MOH,Functional,33.93031,0.98664,BUKEDI,BUDAKA,BUDAKA,LYAMA,217106,BUDAKA COUNTY,BUDAKA,BUDAKA,LYAMA,LYAMA,21710601,2421,2581.0,93.8,5002.0,HF1011
River Side Medical Research Centre,HC III,Private For Profit,CSO,Functional,34.11815,1.0783,BUKEDI,BUDAKA,IKI-IKI,MUGITI,217205,IKI-IKI COUNTY,BUDAKA,IKI-IKI,MUGITI,NYANZA,21720505,1805,1975.0,91.4,3780.0,HF1012
Naboa HC III,HC III,Government,MOH,Functional,34.01782,1.04147,BUKEDI,BUDAKA,BUDAKA,NABOA,217107,BUDAKA COUNTY,BUDAKA,BUDAKA,NABOA,LUPADA,21710702,1461,1528.0,95.6,2989.0,HF1013
Namaitsu HC II,HC II,Private Not For Profit,,Functional,34.32946,1.03882,BUGISU_SEBEI,BUDUDA,MANJIYA,BUDUDA,218103,MANJIYA COUNTY,BUDUDA,MANJIYA,BUDUDA,BUKIMUMA,21810303,882,883.0,99.9,1765.0,HF1014
Bududa HOSPITAL,General Hospital,Government,MOH,Functional,34.332262,1.00907,BUGISU_SEBEI,BUDUDA,MANJIYA,BUDUDA TOWN COUNCIL,218102,MANJIYA COUNTY,BUDUDA,MANJIYA,BUDUDA TOWN COUNCIL,BULOLI SOUTH,21810202,692,796.0,86.9,1488.0,HF1015
Bukalasi HC III,HC III,Government,Local Government,Functional,34.390969,1.081121,BUGISU_SEBEI,BUDUDA,MANJIYA,BULUCHEKE,218107,LUTSESHE COUNTY,BUDUDA,MANJIYA,BULUCHEKE,SAKUSAKU,21810706,2615,2355.0,111.0,4970.0,HF1016
Bukibokolo HC III,HC III,Government,MOH,Functional,34.2927,0.98784,BUGISU_SEBEI,BUDUDA,MANJIYA,BUKIBOKOLO,218105,MANJIYA COUNTY,BUDUDA,MANJIYA,BUKIBOKOLO,BUNAMUKYE,21810505,1049,1049.0,100.0,2098.0,HF1017
Bukigai Sda HC II,HC II,Private Not For Profit,,Functional,34.361132,1.021648,BUGISU_SEBEI,BUDUDA,MANJIYA,BUKIGAI,218106,MANJIYA COUNTY,BUDUDA,MANJIYA,BUKIGAI,BUMANGOYE,21810602,728,725.0,100.4,1453.0,HF1018
Bukigai   HC III,HC III,Government,MOH,Functional,34.369828,1.002669,BUGISU_SEBEI,BUDUDA,MANJIYA,BUBIITA,218101,LUTSESHE COUNTY,BUDUDA,MANJIYA,BUBIITA,MAABA,21810101,699,698.0,100.1,1397.0,HF1019
Beatrice Tierne HC II,HC II,Private Not For Profit,CSO,Functional,34.37796,1.05398,BUGISU_SEBEI,BUDUDA,MANJIYA,BULUCHEKE,218107,LUTSESHE COUNTY,BUDUDA,MANJIYA,BULUCHEKE,BUMWALUKANI,21810703,1881,1779.0,105.7,3660.0,HF1020
Bulucheke HCIII,HC III,Government,MOH,,34.37302,1.02831,BUGISU_SEBEI,BUDUDA,MANJIYA,BULUCHEKE,218107,LUTSESHE COUNTY,BUDUDA,MANJIYA,BULUCHEKE,BUMWALYE,21810704,1135,1078.0,105.3,2213.0,HF1021
Bufuma HC III,HC III,Government,MOH,Functional,34.393996,1.038176,BUGISU_SEBEI,BUDUDA,MANJIYA,BUMAYOKA,218109,LUTSESHE COUNTY,BUDUDA,MANJIYA,BUMAYOKA,BUBUKASHA,21810901,833,862.0,96.6,1695.0,HF1022
Bubungi HC II,HC II,Government,MOH,Functional,34.33693,1.06902,BUGISU_SEBEI,BUDUDA,MANJIYA,BUSHIKA,218110,MANJIYA COUNTY,BUDUDA,MANJIYA,BUSHIKA,BUBUNGI,21811001,2167,2111.0,102.7,4278.0,HF1023
Bunamono HC II,HC II,Government,MOH,Functional,34.33456,1.03203,BUGISU_SEBEI,BUDUDA,MANJIYA,BUSHIRIBO,218111,MANJIYA COUNTY,BUDUDA,MANJIYA,BUSHIRIBO,BUSHIRIBO,21811103,1131,1088.0,104.0,2219.0,HF1024
Bushiyi HC III,HC III,Government,MOH,Functional,34.38535,1.05148,BUGISU_SEBEI,BUDUDA,MANJIYA,BUSHIYI,218112,LUTSESHE COUNTY,BUDUDA,MANJIYA,BUSHINYI,BUSIRIWA,21811205,1375,1310.0,105.0,2685.0,HF1025
Bushika HC III,HC III,Government,MOH,Functional,34.355,1.05493,BUGISU_SEBEI,BUDUDA,MANJIYA,NAKATSI,218115,MANJIYA COUNTY,BUDUDA,MANJIYA,NAKATSI,BUMUSENYI,21811502,1761,1841.0,95.7,3602.0,HF1026
Bumusi HC II,HC II,Government,MOH,Functional,34.35843,0.98728,BUGISU_SEBEI,BUDUDA,MANJIYA,NALWANZA,218116,LUTSESHE COUNTY,BUDUDA,MANJIYA,NALWANZA,BUMUSI LOWER,21811603,514,523.0,98.3,1037.0,HF1027
Buwagiyu HC II,HC II,Government,MOH,Functional,34.36348,0.98657,BUGISU_SEBEI,BUDUDA,MANJIYA,NALWANZA,218116,LUTSESHE COUNTY,BUDUDA,MANJIYA,NALWANZA,BUWAKIYU,21811606,638,595.0,107.2,1233.0,HF1028
Budhaya HC II,HC II,Government,MOH,Functional,33.776448,0.38234,BUSOGA,BUGIRI,BUKOOLI NORTH,BUDHAYA,201201,BUKOOLI COUNTY CENTRAL,BUGIRI,BUKOOLI,BUDHAYA,MAYUGE,20120104,4590,4865.0,94.3,9455.0,HF1029
Maziriga HC II,HC II,Government,MOH,Functional,33.77576,0.32726,BUSOGA,BUGIRI,BUKOOLI NORTH,BUDHAYA,201201,BUKOOLI COUNTY CENTRAL,BUGIRI,BUKOOLI,BUDHAYA,BUKATU,20120102,4090,4336.0,94.3,8426.0,HF1030
Bugiri Mayuge HC III GOVT,HC III,Government,MOH,Functional,33.8013,0.40711,BUSOGA,BUGIRI,BUKOOLI NORTH,BUDHAYA,201201,BUKOOLI COUNTY CENTRAL,BUGIRI,BUKOOLI,BUDHAYA,MAYUGE,20120104,4590,4865.0,94.3,9455.0,HF1031
Bugiri HOSPITAL,General Hospital,Government,MOH,Functional,33.742088,0.575261,BUSOGA,BUGIRI,BUGIRI MUNICIPALITY,WESTERN DIVISION,201102,BUGIRI MUNICIPALITY,BUGIRI,BUGIRI MUNICIPALITY,WESTERN DIVISION,NDIFAKULYA  WARD,20110202,3021,3532.0,85.5,6553.0,HF1032
Buwuni HC II,HC II,Government,MOH,Functional,33.859467,0.52565,BUSOGA,BUGIRI,BUKOOLI NORTH,BULESA,201203,BUKOOLI COUNTY CENTRAL,BUGIRI,BUKOOLI,BULESA,BUWUNI TOWN BOARD,20120303,3836,4255.0,90.2,8091.0,HF1033
Kibimba HC II,HC II,Private For Profit,MOH,Functional,33.85521,0.52967,BUSOGA,BUGIRI,BUKOOLI NORTH,BULESA,201203,BUKOOLI COUNTY CENTRAL,BUGIRI,BUKOOLI,BULESA,BUWUNI TOWN BOARD,20120303,3836,4255.0,90.2,8091.0,HF1034
Kitodha HC II,HC II,Government,MOH,Functional,33.827972,0.447876,BUSOGA,BUGIRI,BUKOOLI NORTH,BULESA,201203,BUKOOLI COUNTY CENTRAL,BUGIRI,BUKOOLI,BULESA,BULUWE,20120301,3349,3744.0,89.4,7093.0,HF1035
Bulesa HC III,HC III,Government,MOH,Functional,33.828237,0.48484,BUSOGA,BUGIRI,BUKOOLI NORTH,BULESA,201203,BUKOOLI COUNTY CENTRAL,BUGIRI,BUKOOLI,BULESA,NAMASERE,20120306,3955,4121.0,96.0,8076.0,HF1036
Bulidha HC III,HC III,Government,MOH,Functional,33.7279,0.42378,BUSOGA,BUGIRI,BUKOOLI NORTH,BULIDHA,201204,BUKOOLI COUNTY CENTRAL,BUGIRI,BUKOOLI,BULINDHA,BULINDHA,20120401,2813,2946.0,95.5,5759.0,HF1037
Nsango HC II,HC II,Government,MOH,Functional,33.87554,0.63776,BUSOGA,BUGIRI,BUKOOLI NORTH,BULUGUYI,201205,BUKOOLI COUNTY NORTH,BUGIRI,BUKOOLI,BULUGUYI,NSANGO,20120505,2646,2758.0,95.9,5404.0,HF1038
Buluguyi HC III,HC III,Government,MOH,Functional,33.898946,0.576291,BUSOGA,BUGIRI,BUKOOLI NORTH,BULUGUYI,201205,BUKOOLI COUNTY NORTH,BUGIRI,BUKOOLI,BULUGUYI,BUGAYI,20120502,2280,2344.0,97.3,4624.0,HF1039
Busoga HC II,HC II,Government,MOH,Functional,33.65292,0.49857,BUSOGA,BUGIRI,BUKOOLI NORTH,BUWUNGA,201206,BUKOOLI COUNTY CENTRAL,BUGIRI,BUKOOLI,BUWUNGA,BUSOGA,20120603,1414,1585.0,89.2,2999.0,HF1040
Busowa HC II,HC II,Government,MOH,Functional,33.695237,0.611091,BUSOGA,BUGIRI,BUKOOLI NORTH,BUWUNGA,201206,BUKOOLI COUNTY CENTRAL,BUGIRI,BUKOOLI,BUWUNGA,BUSOWA,20120604,1755,1769.0,99.2,3524.0,HF1041
Kavule HC II (Buguri Buw.),HC II,Private Not For Profit,UPMB,Functional,33.63658,0.51984,BUSOGA,BUGIRI,BUKOOLI NORTH,BUWUNGA,201206,BUKOOLI COUNTY CENTRAL,BUGIRI,BUKOOLI,BUWUNGA,KAVULE,20120607,1191,1277.0,93.3,2468.0,HF1042
Mawanga C. O. G HC II,HC II,Private Not For Profit,UPMB,Functional,33.62609,0.5162,BUSOGA,BUGIRI,BUKOOLI NORTH,BUWUNGA,201206,BUKOOLI COUNTY CENTRAL,BUGIRI,BUKOOLI,BUWUNGA,MAWANGA,20120610,925,999.0,92.6,1924.0,HF1043
Bugiri Buwunga HC III GOVT,HC III,Government,MOH,Functional,33.68956,0.54843,BUSOGA,BUGIRI,BUKOOLI NORTH,BUWUNGA,201206,BUKOOLI COUNTY CENTRAL,BUGIRI,BUKOOLI,BUWUNGA,BUWUNGA,20120606,2145,2428.0,88.3,4573.0,HF1044
Kigulu HC II,HC II,Government,MOH,Functional,33.83252,0.59474,BUSOGA,BUGIRI,BUKOOLI NORTH,IWEMBA,201207,BUKOOLI COUNTY NORTH,BUGIRI,BUKOOLI,IWEMBA,BUYALA,20120702,2081,1998.0,104.2,4079.0,HF1045
Nambo HC II,HC II,Government,MOH,Functional,33.80417,0.60884,BUSOGA,BUGIRI,BUKOOLI NORTH,IWEMBA,201207,BUKOOLI COUNTY NORTH,BUGIRI,BUKOOLI,IWEMBA,IWEMBA,20120703,1937,1924.0,100.7,3861.0,HF1046
Kasokwe HC II,HC II,Private Not For Profit,,Functional,33.82077,0.64967,BUSOGA,BUGIRI,BUKOOLI NORTH,IWEMBA,201207,BUKOOLI COUNTY NORTH,BUGIRI,BUKOOLI,IWEMBA,NABIRERE,20120704,2094,2141.0,97.8,4235.0,HF1047
Iwemba HC III,HC III,Government,MOH,Functional,33.807477,0.60354,BUSOGA,BUGIRI,BUKOOLI NORTH,IWEMBA,201207,BUKOOLI COUNTY NORTH,BUGIRI,BUKOOLI,IWEMBA,IWEMBA,20120703,1937,1924.0,100.7,3861.0,HF1048
Bugoyozi HC II,HC II,Government,MOH,Functional,33.78487,0.49167,BUSOGA,BUGIRI,BUKOOLI NORTH,KAPYANGA,201208,BUKOOLI COUNTY NORTH,BUGIRI,BUKOOLI,KAPYANGA,ISAGAZA,20120804,1930,1993.0,96.8,3923.0,HF1049
Kiseitaka HC II,HC II,Government,MOH,Functional,33.75444,0.60656,BUSOGA,BUGIRI,BUKOOLI NORTH,KAPYANGA,201208,BUKOOLI COUNTY NORTH,BUGIRI,BUKOOLI,KAPYANGA,KISEITAKA,20120805,3915,3924.0,99.8,7839.0,HF1050
Nanderema HC II,HC II,Government,MOH,Functional,33.749938,0.539924,BUSOGA,BUGIRI,BUKOOLI NORTH,KAPYANGA,201208,BUKOOLI COUNTY NORTH,BUGIRI,BUKOOLI,KAPYANGA,BUGIRI  A,20120801,2266,2503.0,90.5,4769.0,HF1051
Kirongero HC II,HC II,Private Not For Profit,,Functional,33.755103,0.594971,BUSOGA,BUGIRI,BUKOOLI NORTH,KAPYANGA,201208,BUKOOLI COUNTY NORTH,BUGIRI,BUKOOLI,KAPYANGA,KISEITAKA,20120805,3915,3924.0,99.8,7839.0,HF1052
Namayemba Safe Motherhood HC II,HC II,Private Not For Profit,,Functional,33.63084,0.48818,BUSOGA,BUGIRI,BUKOOLI NORTH,BUWUNGA,201206,BUKOOLI COUNTY CENTRAL,BUGIRI,BUKOOLI,BUWUNGA,MAWANGA,20120610,925,999.0,92.6,1924.0,HF1053
Kayango HC III,HC III,Government,MOH,Functional,33.833995,0.557728,BUSOGA,BUGIRI,BUKOOLI NORTH,KAPYANGA,201208,BUKOOLI COUNTY NORTH,BUGIRI,BUKOOLI,KAPYANGA,NAMUKONGE,20120808,4434,4804.0,92.3,9238.0,HF1054
Kayogera HC II,HC II,Government,MOH,Functional,33.762546,0.479447,BUSOGA,BUGIRI,BUKOOLI NORTH,MUTERERE,201209,BUKOOLI COUNTY CENTRAL,BUGIRI,BUKOOLI,MUTERERE,KAYOGERA,20120902,3163,3345.0,94.6,6508.0,HF1055
Kitumba HC II,HC II,Government,MOH,Functional,33.75866,0.41589,BUSOGA,BUGIRI,BUKOOLI NORTH,MUTERERE,201209,BUKOOLI COUNTY CENTRAL,BUGIRI,BUKOOLI,MUTERERE,KITUMBA,20120903,3479,3599.0,96.7,7078.0,HF1056
St. Luke Muterere HC II,HC II,Private Not For Profit,,Functional,33.78521,0.42865,BUSOGA,BUGIRI,BUKOOLI NORTH,MUTERERE,201209,BUKOOLI COUNTY CENTRAL,BUGIRI,BUKOOLI NORTH,MUTERERE,MUTERERE,20120904,2005,2122.0,94.5,4127.0,HF1057
Muterere HC III,HC III,Government,MOH,Functional,33.775,0.43509,BUSOGA,BUGIRI,BUKOOLI NORTH,MUTERERE,201209,BUKOOLI COUNTY CENTRAL,BUGIRI,BUKOOLI,MUTERERE,MUTERERE TOWN BOARD,20120905,2075,2330.0,89.1,4405.0,HF1058
Wangobo HC II,HC II,Government,MOH,Functional,33.68135,0.69661,BUSOGA,BUGIRI,BUKOOLI NORTH,NABUKALU,201210,BUKOOLI COUNTY NORTH,BUGIRI,BUKOOLI,NABUKALU,WANGOBO,20121009,2523,2630.0,95.9,5153.0,HF1059
Nabukalu HC III,HC III,Government,MOH,Functional,33.729257,0.650602,BUSOGA,BUGIRI,BUKOOLI NORTH,NABUKALU,201210,BUKOOLI COUNTY NORTH,BUGIRI,BUKOOLI,NABUKALU,KASITA,20121005,1980,1930.0,102.6,3910.0,HF1060
Nankoma Islamic HC II,HC II,Private Not For Profit,UMMB,Functional,33.68069,0.45217,BUSOGA,BUGIRI,BUKOOLI NORTH,NANKOMA,201211,BUKOOLI COUNTY CENTRAL,BUGIRI,BUKOOLI,NANKOMA,NANKOMA TOWN BOARD,20121106,4145,4597.0,90.2,8742.0,HF1061
Kyemeire HC II,HC II,Private Not For Profit,,Functional,33.665485,0.53621,BUSOGA,BUGIRI,BUKOOLI NORTH,BUWUNGA,201206,BUKOOLI COUNTY CENTRAL,BUGIRI,BUKOOLI,BUWUNGA,BUPALA,20120602,1997,2123.0,94.1,4120.0,HF1062
Nankoma HC IV,HC IV,Government,MOH,Functional,33.678343,0.454007,BUSOGA,BUGIRI,BUKOOLI NORTH,NANKOMA,201211,BUKOOLI COUNTY CENTRAL,BUGIRI,BUKOOLI,NANKOMA,NANKOMA TOWN BOARD,20121106,4145,4597.0,90.2,8742.0,HF1063
St. Jude Martenity Home HC II,HC II,Private Not For Profit,Local Government,Functional,34.04432,1.35106,TESO,BUKEDEA,BUKEDEA,BUKEDEA TOWN COUNCIL,219102,BUKEDEA COUNTY,BUKEDEA,BUKEDEA,BUKEDEA TOWN COUNCIL,KIDE,21910205,885,990.0,89.4,1875.0,HF1064
